slug,route,source_file,title,date,year,publication,article_category,collections,publication_status,editorial_issue_type,canonical_file,production_title,book_author,publisher,subject_people,company,venue,city,coordinates,people,roles,production_groups,media,word_count
1973-09-09-defeated-by-congreve,/reviews/1973-09-09-defeated-by-congreve/,1973.09.09.The_Observer.Defeated_By_Congreve.md,Defeated By Congreve,1973-09-09,1973,The Observer,Theatre Review,"[""UK Collection""]",publish,clean_manual_transcription,,The Way of the World; Union Jack (and Bonzo); An Inspector Calls; Finishing Touches,,,,Actors' Company,"Royal Lyceum Theatre; Arts Theatre, Cambridge; Traverse Theatre; Mermaid Theatre; Apollo Theatre","Edinburgh; Cambridge; London, England",[],"[""Bernard Miles"", ""Campbell Singer"", ""Caroline Blakiston"", ""David William"", ""Edward Petherbridge"", ""Elizabeth Tyrrell"", ""J. B. Priestley"", ""Jean Kerr"", ""John Woodvine"", ""Katy Manning"", ""Mike Ockrent"", ""Paola Dionisotti"", ""Philip Stone"", ""Richard Ireson"", ""Robin Ellis"", ""Stanley Eveling"", ""Susan Carpenter"", ""Wendy Craig"", ""William Congreve""]","{""director"": [""David William"", ""Mike Ockrent"", ""Bernard Miles""], ""actors"": [""Robin Ellis"", ""Edward Petherbridge"", ""Paola Dionisotti"", ""Caroline Blakiston"", ""John Woodvine"", ""Richard Ireson"", ""Katy Manning"", ""Susan Carpenter"", ""Philip Stone"", ""Campbell Singer"", ""Elizabeth Tyrrell"", ""Wendy Craig""], ""playwright"": [""William Congreve"", ""Stanley Eveling"", ""J. B. Priestley"", ""Jean Kerr""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}","[{""order"": ""1"", ""production_title"": ""The Way of the World"", ""company"": [""Actors' Company""], ""venue"": [""Royal Lyceum Theatre"", ""Arts Theatre, Cambridge""], ""city"": [""Edinburgh"", ""Cambridge""], ""director"": [""David William""], ""actors"": [""Robin Ellis"", ""Edward Petherbridge"", ""Paola Dionisotti"", ""Caroline Blakiston"", ""John Woodvine""], ""playwright"": [""William Congreve""]}, {""order"": ""2"", ""production_title"": ""Union Jack (and Bonzo)"", ""venue"": [""Traverse Theatre""], ""director"": [""Mike Ockrent""], ""actors"": [""Richard Ireson"", ""Katy Manning"", ""Susan Carpenter""], ""playwright"": [""Stanley Eveling""]}, {""order"": ""3"", ""production_title"": ""An Inspector Calls"", ""venue"": [""Mermaid Theatre""], ""city"": [""London, England""], ""director"": [""Bernard Miles""], ""actors"": [""Philip Stone"", ""Campbell Singer"", ""Elizabeth Tyrrell""], ""playwright"": [""J. B. Priestley""]}, {""order"": ""4"", ""production_title"": ""Finishing Touches"", ""venue"": [""Apollo Theatre""], ""actors"": [""Wendy Craig""], ""playwright"": [""Jean Kerr""]}]",[],1183
1973-09-16-wolf-from-hungary,/reviews/1973-09-16-wolf-from-hungary/,1973.09.16.The_Observer.Wolf_From_Hungary.md,Wolf From Hungary,1973-09-16,1973,The Observer,Theatre Review,"[""UK Collection""]",publish,clean_manual_transcription,,The Wolf; Flow; Knots; And They Put Handcuffs on the Flowers; The Cilla Black Show,,,,Oxford Playhouse; Actors' Company,"Oxford Playhouse; Arts Theatre, Cambridge; Open Space; Palladium","Oxford; Cambridge; London, England",[],"[""Anthony Milner"", ""Caroline Blakiston"", ""Cilla Black"", ""Edward Petherbridge"", ""Edward Woodward"", ""Ferenc Molnar"", ""Fernando Arrabal"", ""Frank Hauser"", ""Gabriel Josipovici"", ""Ian McDiarmid"", ""John Moreno"", ""Judi Dench"", ""Leo McKern"", ""Malcolm Storry"", ""Philippe Genty"", ""R. D. Laing""]","{""director"": [""Frank Hauser"", ""Edward Petherbridge"", ""Fernando Arrabal""], ""actors"": [""Judi Dench"", ""Leo McKern"", ""Edward Woodward"", ""Caroline Blakiston"", ""John Moreno"", ""Malcolm Storry"", ""Anthony Milner"", ""Ian McDiarmid"", ""Cilla Black""], ""playwright"": [""Ferenc Molnar"", ""Gabriel Josipovici"", ""R. D. Laing"", ""Edward Petherbridge"", ""Fernando Arrabal""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [""Philippe Genty""], ""artists"": []}","[{""order"": ""1"", ""production_title"": ""The Wolf"", ""company"": [""Oxford Playhouse""], ""venue"": [""Oxford Playhouse""], ""city"": [""Oxford""], ""director"": [""Frank Hauser""], ""actors"": [""Judi Dench"", ""Leo McKern"", ""Edward Woodward""], ""playwright"": [""Ferenc Molnar""]}, {""order"": ""2"", ""production_title"": ""Flow"", ""company"": [""Actors' Company""], ""venue"": [""Arts Theatre, Cambridge""], ""city"": [""Cambridge""], ""playwright"": [""Gabriel Josipovici""]}, {""order"": ""3"", ""production_title"": ""Knots"", ""company"": [""Actors' Company""], ""venue"": [""Arts Theatre, Cambridge""], ""city"": [""Cambridge""], ""director"": [""Edward Petherbridge""], ""actors"": [""Caroline Blakiston"", ""John Moreno""], ""playwright"": [""R. D. Laing"", ""Edward Petherbridge""]}, {""order"": ""4"", ""production_title"": ""And They Put Handcuffs on the Flowers"", ""venue"": [""Open Space""], ""city"": [""London, England""], ""director"": [""Fernando Arrabal""], ""actors"": [""Malcolm Storry"", ""Anthony Milner"", ""Ian McDiarmid""], ""playwright"": [""Fernando Arrabal""]}, {""order"": ""5"", ""production_title"": ""The Cilla Black Show"", ""venue"": [""Palladium""], ""city"": [""London, England""], ""performers"": [""Cilla Black"", ""Philippe Genty""]}]",[],1217
1973-10-14-gay-times-for-the-cia,/reviews/1973-10-14-gay-times-for-the-cia/,1973.10.14.The_Observer.Gay_Times_For_The_Cia.md,Gay Times For The Cia,1973-10-14,1973,The Observer,Theatre Review,"[""UK Collection""]",publish,clean_manual_transcription,,"Section Nine; The King and I; Wait till the Sun Shines, Nellie",,,,Royal Shakespeare Company,The Place; Adelphi Theatre; The Howff,"London, England",[],"[""Charles Marowitz"", ""Colin Blakely"", ""David Waller"", ""Geoffrey Hutchings"", ""Harry Towb"", ""Judy Geeson"", ""Oscar Hammerstein II"", ""Peter Wyngarde"", ""Philip Magdalany"", ""Richard Rodgers"", ""Roger Redfarn"", ""Sally Ann Howes""]","{""director"": [], ""actors"": [], ""playwright"": [""Oscar Hammerstein II""], ""composer_lyricist"": [""Oscar Hammerstein II""], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}","[{""order"": ""1"", ""production_title"": ""Section Nine"", ""venue"": [""The Place""], ""director"": [""Charles Marowitz""], ""actors"": [""Harry Towb"", ""Geoffrey Hutchings"", ""Colin Blakely"", ""David Waller"", ""Judy Geeson""], ""playwright"": [""Philip Magdalany""]}, {""order"": ""2"", ""production_title"": ""The King and I"", ""director"": [""Roger Redfarn""], ""actors"": [""Peter Wyngarde"", ""Sally Ann Howes""], ""composer_lyricist"": [""Richard Rodgers""]}, {""order"": ""3"", ""production_title"": ""Wait till the Sun Shines, Nellie"", ""venue"": [""The Howff""], ""city"": [""London, England""]}]",[],1075
1973-10-21-pinter-s-mixed-doubles,/reviews/1973-10-21-pinter-s-mixed-doubles/,1973.10.21.The_Observer.Pinter_s_Mixed_Doubles.md,Pinter's Mixed Doubles,1973-10-21,1973,The Observer,Theatre Review,"[""UK Collection""]",publish,clean_manual_transcription,,A Slight Ache; Landscape; Hello and Goodbye; Doctor Knock; What Maisie Knew,,,,Royal Shakespeare Company; Meadow Players; Salisbury Playhouse,Aldwych Theatre; The Place; Oxford Playhouse; Salisbury Playhouse,"London, England; Oxford; Salisbury",[],"[""Alfred Burke"", ""Athol Fugard"", ""Ben Kingsley"", ""David Waller"", ""Denis Constanduros"", ""Harold Pinter"", ""Henry James"", ""James Cairncross"", ""Janet Suzman"", ""Jules Romains"", ""Minos Volanakis"", ""Peggy Ashcroft"", ""Peter James""]","{""director"": [""Peter James"", ""Minos Volanakis""], ""actors"": [""David Waller"", ""Peggy Ashcroft"", ""Ben Kingsley"", ""Janet Suzman"", ""Alfred Burke"", ""James Cairncross""], ""playwright"": [""Harold Pinter"", ""Athol Fugard"", ""Jules Romains"", ""Denis Constanduros"", ""Henry James""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}","[{""order"": ""1"", ""production_title"": ""A Slight Ache"", ""director"": [""Peter James""], ""actors"": [""Peggy Ashcroft"", ""David Waller""], ""playwright"": [""Harold Pinter""]}, {""order"": ""2"", ""production_title"": ""Landscape"", ""playwright"": [""Harold Pinter""]}, {""order"": ""3"", ""production_title"": ""Hello and Goodbye"", ""venue"": [""The Place""], ""actors"": [""Ben Kingsley"", ""Janet Suzman""], ""playwright"": [""Athol Fugard""]}, {""order"": ""4"", ""production_title"": ""Doctor Knock"", ""company"": [""Meadow Players""], ""venue"": [""Oxford Playhouse""], ""city"": [""Oxford""], ""director"": [""Minos Volanakis""], ""actors"": [""Alfred Burke"", ""James Cairncross""], ""playwright"": [""Jules Romains""]}, {""order"": ""5"", ""production_title"": ""What Maisie Knew"", ""city"": [""Salisbury""], ""playwright"": [""Denis Constanduros""]}]",[],1251
1973-10-28-the-roman-invasion,/reviews/1973-10-28-the-roman-invasion/,1973.10.28.Cushman_Collected.The_Roman_Invasion.md,The Roman Invasion,1973-10-28,1973,The Observer,Theatre Review,"[""The Shakespeare Collection"", ""UK Collection""]",publish,clean_manual_transcription,,The Romans; Coriolanus; Julius Caesar; Antony and Cleopatra; Titus Andronicus; Sylvia Plath programme; Much Ado About Nothing,,,,Royal Shakespeare Company; Young Vic,Aldwych Theatre; The Place; Young Vic,"London, England",[],"[""Barry Kyle"", ""Colin Blakely"", ""Janet Suzman"", ""John Wood"", ""Judy Geeson"", ""Margaret Tyzack"", ""Margaret Whiting"", ""Mark Dignam"", ""Morgan Sheppard"", ""Nicholas Selby"", ""Nicol Williamson"", ""Patrick Stewart"", ""Richard Johnson"", ""Roy Hudd"", ""Sylvia Plath"", ""Trevor Nunn"", ""William Shakespeare""]","{""director"": [""Trevor Nunn"", ""Barry Kyle""], ""actors"": [""Nicol Williamson"", ""Margaret Tyzack"", ""Nicholas Selby"", ""Morgan Sheppard"", ""Richard Johnson"", ""John Wood"", ""Patrick Stewart"", ""Mark Dignam"", ""Janet Suzman"", ""Margaret Whiting"", ""Judy Geeson"", ""Colin Blakely"", ""Roy Hudd""], ""playwright"": [""William Shakespeare"", ""Sylvia Plath""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}","[{""order"": ""1"", ""production_title"": ""The Romans"", ""company"": [""Royal Shakespeare Company""], ""venue"": [""Aldwych Theatre""], ""city"": [""London, England""], ""playwright"": [""William Shakespeare""]}, {""order"": ""2"", ""production_title"": ""Coriolanus"", ""company"": [""Royal Shakespeare Company""], ""venue"": [""Aldwych Theatre""], ""city"": [""London, England""], ""director"": [""Trevor Nunn""], ""actors"": [""Nicol Williamson"", ""Margaret Tyzack"", ""Nicholas Selby"", ""Morgan Sheppard""], ""playwright"": [""William Shakespeare""]}, {""order"": ""3"", ""production_title"": ""Julius Caesar"", ""company"": [""Royal Shakespeare Company""], ""venue"": [""Aldwych Theatre""], ""city"": [""London, England""], ""actors"": [""Richard Johnson"", ""John Wood"", ""Patrick Stewart"", ""Mark Dignam"", ""Margaret Tyzack""], ""playwright"": [""William Shakespeare""]}, {""order"": ""4"", ""production_title"": ""Antony and Cleopatra"", ""company"": [""Royal Shakespeare Company""], ""venue"": [""Aldwych Theatre""], ""city"": [""London, England""], ""actors"": [""Janet Suzman"", ""Richard Johnson""], ""playwright"": [""William Shakespeare""]}, {""order"": ""5"", ""production_title"": ""Titus Andronicus"", ""company"": [""Royal Shakespeare Company""], ""venue"": [""Aldwych Theatre""], ""city"": [""London, England""], ""director"": [""Trevor Nunn""], ""actors"": [""Patrick Stewart"", ""Margaret Whiting"", ""Judy Geeson"", ""Colin Blakely""], ""playwright"": [""William Shakespeare""]}, {""order"": ""6"", ""production_title"": ""Sylvia Plath programme"", ""venue"": [""The Place""], ""city"": [""London, England""], ""director"": [""Barry Kyle""], ""playwright"": [""Sylvia Plath""]}, {""order"": ""7"", ""production_title"": ""Much Ado About Nothing"", ""company"": [""Young Vic""], ""venue"": [""Young Vic""], ""city"": [""London, England""], ""actors"": [""Roy Hudd""], ""playwright"": [""William Shakespeare""]}]",[],1359
1973-11-04-bowl-of-british-pasta,/reviews/1973-11-04-bowl-of-british-pasta/,1973.11.04.The_Observer.Bowl_Of_British_Pasta.md,Bowl Of British Pasta,1973-11-04,1973,The Observer,Theatre Review,"[""UK Collection""]",publish,clean_manual_transcription,,"Saturday, Sunday, Monday",,,,National Theatre,Old Vic,"London, England",[],"[""Anna Carteret"", ""Bob Fosse"", ""David Storey"", ""Denis Quilley"", ""Eduardo de Filippo"", ""Edward Fox"", ""Elisabeth Bergner"", ""Franco Zeffirelli"", ""Frank Finlay"", ""Joan Plowright"", ""Laurence Olivier"", ""Laurie Dennett"", ""Margaret Rawlings"", ""Michael Elliott"", ""Nicholas Clay"", ""Northern J. Calloway"", ""Paul Jones"", ""Stephen Schwartz"", ""T. S. Eliot"", ""Tony Walton""]","{""director"": [""Franco Zeffirelli"", ""Bob Fosse"", ""Michael Elliott""], ""actors"": [""Joan Plowright"", ""Frank Finlay"", ""Laurence Olivier"", ""Nicholas Clay"", ""Denis Quilley"", ""Anna Carteret"", ""Paul Jones"", ""Northern J. Calloway"", ""Elisabeth Bergner"", ""Margaret Rawlings"", ""Edward Fox""], ""playwright"": [""Eduardo de Filippo"", ""David Storey"", ""T. S. Eliot""], ""composer_lyricist"": [""Stephen Schwartz""], ""musical_director"": [], ""choreographer"": [""Bob Fosse""], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [""Franco Zeffirelli"", ""Tony Walton"", ""Laurie Dennett""], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],1212
1973-11-11-thoughts-of-footman-fritz,/reviews/1973-11-11-thoughts-of-footman-fritz/,1973.11.11.The_Observer.Thoughts_Of_Footman_Fritz.md,Thoughts Of Footman Fritz,1973-11-11,1973,The Observer,Theatre Review,"[""UK Collection""]",publish,clean_manual_transcription,,A Lesson in Blood and Roses; Elizabeth I; The Merry-Go-Round; Economic Necessity,,,,Royal Court Young People's Theatre Scheme; Royal Court Theatre,"Royal Court Theatre Upstairs; Royal Court Theatre; Haymarket Theatre, Leicester","London, England",[],"[""Ben Kingsley"", ""Carole Hayman"", ""D. H. Lawrence"", ""Derrick O'Connor"", ""Farrah"", ""George Malpas"", ""John Hopkins"", ""John Wiles"", ""John Wood"", ""Marjorie Yates"", ""Mary Miller"", ""Paul Foster"", ""Peter Gill""]","{""director"": [], ""actors"": [], ""playwright"": [], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}","[{""order"": ""1"", ""production_title"": ""A Lesson in Blood and Roses"", ""company"": [""Royal Shakespeare Company""], ""venue"": [""The Place""], ""actors"": [""Ben Kingsley"", ""John Wood""], ""playwright"": [""John Wiles""], ""set_designer"": [""Farrah""]}, {""order"": ""2"", ""production_title"": ""Elizabeth I"", ""actors"": [""Carole Hayman""], ""playwright"": [""Paul Foster""]}, {""order"": ""3"", ""production_title"": ""The Merry-Go-Round"", ""director"": [""Peter Gill""], ""actors"": [""Marjorie Yates"", ""George Malpas"", ""Mary Miller"", ""Derrick O'Connor""], ""playwright"": [""D. H. Lawrence""]}, {""order"": ""4"", ""production_title"": ""Economic Necessity"", ""city"": [""Leicester""], ""playwright"": [""John Hopkins""]}]",[],1276
1973-11-18-polish-apocalypse,/reviews/1973-11-18-polish-apocalypse/,1973.11.18.The_Observer.Polish_Apocalypse.md,Polish Apocalypse,1973-11-18,1973,The Observer,Opinion Piece,"[""UK Collection""]",publish,clean_manual_transcription,,Apocalypsis Cum Figuris,,,,Grotowski laboratory troupe,Sainte-Chapelle,Paris,[],"[""Copi"", ""Jean Mercure"", ""Jerzy Grotowski"", ""Jorge Lavelli"", ""Marivaux"", ""Patrice Chéreau"", ""Peter Nichols"", ""Roger Planchon"", ""Ryszard Cieslak""]","{""director"": [""Jerzy Grotowski"", ""Jorge Lavelli"", ""Roger Planchon"", ""Patrice Chéreau"", ""Jean Mercure""], ""actors"": [""Ryszard Cieslak""], ""playwright"": [""Marivaux"", ""Copi"", ""Peter Nichols""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],1136
1973-11-25-the-riddle-of-the-lake,/reviews/1973-11-25-the-riddle-of-the-lake/,1973.11.25.The_Observer.The_Riddle_Of_The_Lake.md,The Riddle Of The Lake,1973-11-25,1973,The Observer,Theatre Review,"[""UK Collection""]",publish,clean_manual_transcription,,The Ride Across Lake Constance,,,,,Hampstead Theatre,"London, England",[],"[""Alan Howard"", ""Carole Boyd"", ""Faith Brook"", ""James Saunders"", ""Jeremy Brett"", ""John Stride"", ""Michael Blakemore"", ""Nicky Henson"", ""Nicola Pagett"", ""Nigel Hawthorne"", ""Noël Coward"", ""Olivia Mundy"", ""Peter Bayliss"", ""Peter Handke"", ""Steve Gooch"", ""Tina Brown"", ""Vanessa Redgrave""]","{""director"": [""Michael Blakemore""], ""actors"": [""Alan Howard"", ""Faith Brook"", ""Nicola Pagett"", ""Nigel Hawthorne"", ""Nicky Henson"", ""Vanessa Redgrave"", ""Jeremy Brett"", ""John Stride"", ""Peter Bayliss"", ""Carole Boyd"", ""Olivia Mundy""], ""playwright"": [""Peter Handke"", ""Noël Coward"", ""Tina Brown"", ""James Saunders"", ""Steve Gooch""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],1135
1973-12-02-end-of-a-genius,/reviews/1973-12-02-end-of-a-genius/,1973.12.02.Cushman_Collected.End_of_a_Genius.md,End Of A Genius,1973-12-02,1973,The Observer,Theatre Review,"[""Riffs on Shakespeare"", ""The Shakespeare Collection"", ""UK Collection""]",publish,clean_manual_transcription,,Bingo,,,,,Northcott Theatre,Exeter,[],"[""Ann Firbank"", ""Bob Peck"", ""Brenda Fricker"", ""David Hare"", ""Dinsdale Landen"", ""Dorothy Vernon"", ""Edward Bond"", ""John Kander"", ""Joseph Stein"", ""Julie Covington"", ""Nicol Williamson"", ""Robin Phillips"", ""Roger Butlin"", ""Snoo Wilson"", ""Theodore Bikel""]","{""director"": [""Robin Phillips""], ""actors"": [""Bob Peck"", ""Julie Covington"", ""Ann Firbank"", ""Dinsdale Landen"", ""Brenda Fricker"", ""Theodore Bikel"", ""Dorothy Vernon"", ""Nicol Williamson""], ""playwright"": [""Edward Bond"", ""Snoo Wilson"", ""David Hare"", ""Joseph Stein""], ""composer_lyricist"": [""John Kander""], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [""Roger Butlin""], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],1263
1973-12-09-playing-it-for-laughs,/reviews/1973-12-09-playing-it-for-laughs/,1973.12.09.The_Observer.Playing_It_For_Laughs.md,Playing It For Laughs,1973-12-09,1973,The Observer,Theatre Review,"[""UK Collection""]",publish,clean_manual_transcription,,The Wolf,,,,,Queen's Theatre,"London, England",[],"[""Christina Greatrex"", ""Christopher Benjamin"", ""Ferenc Molnar"", ""Gay Rose"", ""George Bernard Shaw"", ""Georges Courteline"", ""Georges Feydeau"", ""Howard Davies"", ""John Downie"", ""Judi Dench"", ""Judy Parfitt"", ""Leo McKern"", ""Noël Coward"", ""Peggy Ann Wood"", ""Peter O'Toole"", ""Roger Gartland"", ""Thelma Whiteley""]","{""director"": [""Howard Davies""], ""actors"": [""Judi Dench"", ""Leo McKern"", ""Christopher Benjamin"", ""Christina Greatrex"", ""Peter O'Toole"", ""Judy Parfitt"", ""Thelma Whiteley"", ""Peggy Ann Wood"", ""Roger Gartland"", ""Gay Rose""], ""playwright"": [""Ferenc Molnar"", ""Georges Courteline"", ""Georges Feydeau"", ""Noël Coward"", ""George Bernard Shaw"", ""John Downie""], ""composer_lyricist"": [], ""musical_director"": [], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [], ""costume_designer"": [], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],1162
1973-12-16-o-sweet-o-lovely-wall,/reviews/1973-12-16-o-sweet-o-lovely-wall/,1973.12.16.The_Observer.O_Sweet_O_Lovely_Wall.md,"O Sweet, O Lovely Wall!",1973-12-16,1973,The Observer,Theatre Review,"[""UK Collection""]",publish,clean_manual_transcription,,Cockie,,,,,Vaudeville Theatre; Apollo Theatre; Young Vic,"London, England",[],"[""Avril Angers"", ""Cole Porter"", ""Derek Nimmo"", ""Gene Stone"", ""George Gershwin"", ""Harold Pinter"", ""Irving Berlin"", ""Jerome Kern"", ""Lionel Blair"", ""Max Wall"", ""Noël Coward"", ""Peter Rice"", ""Peter Saunders"", ""Ray Cooney"", ""Rodgers and Hart"", ""William Chappell""]","{""director"": [""William Chappell"", ""Ray Cooney""], ""actors"": [""Max Wall"", ""Avril Angers"", ""Derek Nimmo""], ""playwright"": [""Harold Pinter"", ""Ray Cooney"", ""Gene Stone""], ""composer_lyricist"": [""Noël Coward"", ""Cole Porter"", ""Rodgers and Hart"", ""Jerome Kern"", ""Irving Berlin"", ""George Gershwin""], ""musical_director"": [], ""choreographer"": [""Lionel Blair""], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [""Peter Saunders""], ""set_designer"": [""Peter Rice""], ""costume_designer"": [""Peter Rice""], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],1138
1973-12-23-drag-gag,/reviews/1973-12-23-drag-gag/,1973.12.23.The_Observer.Drag_Gag.md,Drag Gag,1973-12-23,1973,The Observer,Theatre Review,"[""UK Collection""]",publish,clean_manual_transcription,,The Danny La Rue Show,,,,Actors' Company,Prince of Wales Theatre,"London, England",[],"[""Alfie Bass"", ""Berkeley Sutcliffe"", ""Danny La Rue"", ""Derek New"", ""Dora Bryan"", ""Frankie Howerd"", ""Freddie Carpenter"", ""Isolyn"", ""Mark Canter"", ""Peter Handke"", ""R. D. Laing"", ""Stanley Eveling"", ""Tod Kingman"", ""Trevor Griffiths""]","{""director"": [""Freddie Carpenter""], ""actors"": [""Danny La Rue"", ""Alfie Bass"", ""Dora Bryan"", ""Frankie Howerd""], ""playwright"": [""Trevor Griffiths"", ""R. D. Laing"", ""Stanley Eveling"", ""Peter Handke""], ""composer_lyricist"": [], ""musical_director"": [""Derek New""], ""choreographer"": [], ""orchestrator"": [], ""arranger"": [], ""assistant_director"": [], ""stage_manager"": [], ""assistant_musical_director"": [], ""vocal_director"": [], ""dance_captain"": [], ""fight_director"": [], ""dramaturg"": [], ""producer"": [], ""set_designer"": [""Berkeley Sutcliffe"", ""Tod Kingman""], ""costume_designer"": [""Mark Canter"", ""Isolyn""], ""lighting_designer"": [], ""sound_designer"": [], ""musicians"": [], ""performers"": [], ""artists"": []}",[],[],1008
